Year,Month,Day,Date,D0,D1,D2,D2,D3,D4
2011,3,22,40624,71.36,40.91,13.72,13.72,5.96,0
2011,3,15,40617,71.36,40.88,12.59,12.59,5.96,0
2011,3,8,40610,70.93,40.88,12.59,12.59,5.6,0
2011,3,1,40603,70.93,40.88,12.59,12.59,0,0
2011,2,22,40596,70.93,40.88,12.59,12.59,0,0
2011,2,15,40589,70.93,40.88,12.59,12.59,0,0
2011,2,8,40582,70.96,40.88,12.59,12.59,0,0
2011,2,1,40575,69.39,32,12.5,12.5,0,0
2011,1,25,40568,59.54,32,3.94,3.94,0,0
2011,1,18,40561,59.54,32,0,0,0,0
2011,1,11,40554,59.66,31.93,0,0,0,0
2011,1,4,40547,62.95,32.38,0,0,0,0
2010,12,28,40540,68.6,32.45,0,0,0,0
2010,12,21,40533,94.35,36.28,0,0,0,0
2010,12,14,40526,94.35,26.15,0,0,0,0
2010,12,7,40519,99.87,6.76,0,0,0,0
2010,11,30,40512,49.52,6.76,0,0,0,0
2010,11,23,40505,48.82,6.76,0,0,0,0
2010,11,16,40498,48.82,6.76,0,0,0,0
2010,11,9,40491,48.55,3.26,0,0,0,0
2010,11,2,40484,48.55,3.26,0,0,0,0
2010,10,26,40477,48.55,3.26,0,0,0,0
2010,10,19,40470,60.25,8.75,3.23,3.23,0,0
2010,10,12,40463,60.25,8.75,3.23,3.23,0,0
2010,10,5,40456,60,18.58,3.23,3.23,0,0
2010,9,28,40449,60,18.58,3.23,3.23,0,0
2010,9,21,40442,60,18.58,3.23,3.23,0,0
2010,9,14,40435,60,18.58,3.23,3.23,0,0
2010,9,7,40428,60,12.49,3.23,3.23,0,0
2010,8,31,40421,60,12.49,3.17,3.17,0,0
2010,8,24,40414,60,12.49,3.17,3.17,0,0
2010,8,17,40407,60,12.35,2.67,2.67,0,0
2010,8,10,40400,60,13.38,2.67,2.67,0,0
2010,8,3,40393,60,21.92,3.56,3.56,0,0
2010,7,27,40386,71.21,28.56,5.05,5.05,0,0
2010,7,20,40379,73.71,21.52,4.21,4.21,0,0
2010,7,13,40372,58.06,16.04,4.21,4.21,0,0
2010,7,6,40365,58.06,16.04,4.21,4.21,0,0
2010,6,29,40358,41.93,14.64,2.66,2.66,0,0
2010,6,22,40351,40.25,14.64,2.66,2.66,0,0
2010,6,15,40344,36.16,14.64,2.66,2.66,0,0
2010,6,8,40337,36.13,14.43,2.66,2.66,0,0
2010,6,1,40330,36.57,14.43,2.66,2.66,0,0
2010,5,25,40323,36.57,14.43,2.66,2.66,0,0
2010,5,18,40316,36.57,14.43,2.66,2.66,0,0
2010,5,11,40309,56.96,14.43,2.66,2.66,0,0
2010,5,4,40302,56.92,14.43,2.66,2.66,0,0
2010,4,27,40295,56.92,14.43,2.66,2.66,0,0
2010,4,20,40288,56.92,14.43,2.66,2.66,0,0
2010,4,13,40281,60.63,14.43,2.66,2.66,0,0
2010,4,6,40274,67.04,14.43,2.66,2.66,0,0
2010,3,30,40267,67.04,14.43,2.66,2.66,0,0
2010,3,23,40260,67.04,23.97,6.41,6.41,0,0
2010,3,16,40253,71.47,27.56,9.01,9.01,0,0
2010,3,9,40246,76.25,30.29,9.17,9.17,0,0
2010,3,2,40239,76.25,48.32,14.48,14.48,0,0
2010,2,23,40232,84.74,53.3,14.48,14.48,0,0
2010,2,16,40225,84.74,53.37,14.48,14.48,0,0
2010,2,9,40218,84.84,53.37,14.48,14.48,0,0
2010,2,2,40211,89.47,55.91,14.48,14.48,0,0
2010,1,26,40204,92.21,68.52,15.75,15.75,3.47,0
2010,1,19,40197,100,97.34,87.97,87.97,9.61,0
2010,1,12,40190,100,97.34,87.97,87.97,9.61,0
2010,1,5,40183,100,97.23,71.1,71.1,5.06,0
2009,12,29,40176,100,97.23,71.18,71.18,5.06,0
2009,12,22,40169,100,97.23,71.18,71.18,5.06,0
2009,12,15,40162,100,97.23,71.18,71.18,5.06,0
2009,12,8,40155,100,97.23,75.55,75.55,5.7,0
2009,12,1,40148,100,97.23,75.55,75.55,5.7,0
2009,11,24,40141,100,97.23,75.58,75.58,5.4,0
2009,11,17,40134,100,89.61,63.5,63.5,0,0
2009,11,10,40127,100,86.91,55.23,55.23,0,0
2009,11,3,40120,100,86.91,53.49,53.49,0,0
2009,10,27,40113,100,84.63,53.49,53.49,0,0
2009,10,20,40106,100,84.63,53.5,53.5,0,0
2009,10,13,40099,100,84.63,53.5,53.5,0,0
2009,10,6,40092,98.58,80.33,10.7,10.7,0,0
2009,9,29,40085,95.37,53.86,0,0,0,0
2009,9,22,40078,95.37,53.42,0,0,0,0
2009,9,15,40071,98.84,59.06,0,0,0,0
2009,9,8,40064,98.84,60.4,0,0,0,0
2009,9,1,40057,98.84,47.31,0,0,0,0
2009,8,25,40050,89.73,47.31,0,0,0,0
2009,8,18,40043,89.58,4.25,0,0,0,0
2009,8,11,40036,89.58,0,0,0,0,0
2009,8,4,40029,89.48,0,0,0,0,0
2009,7,28,40022,54.17,0,0,0,0,0
2009,7,21,40015,54.17,0,0,0,0,0
2009,7,14,40008,54.17,0,0,0,0,0
2009,7,7,40001,54.17,0,0,0,0,0
2009,6,30,39994,61.84,4.58,0,0,0,0
2009,6,23,39987,64.6,7.18,0,0,0,0
2009,6,16,39980,64.65,7.18,0,0,0,0
2009,6,9,39973,64.8,7.18,0,0,0,0
2009,6,2,39966,64.8,7.18,0,0,0,0
2009,5,26,39959,66.78,7.18,0,0,0,0
2009,5,19,39952,82.8,34.8,0,0,0,0
2009,5,12,39945,81.31,26.25,0,0,0,0
2009,5,5,39938,81.29,19.01,0,0,0,0
2009,4,28,39931,81.3,14.41,0,0,0,0
2009,4,21,39924,81.31,14.41,0,0,0,0
2009,4,14,39917,56.99,1.7,0,0,0,0
2009,4,7,39910,40.29,1.7,0,0,0,0
2009,3,31,39903,40.29,1.7,0,0,0,0
2009,3,24,39896,40.29,1.7,0,0,0,0
2009,3,17,39889,38.94,1.63,0,0,0,0
2009,3,10,39882,38.94,1.63,0,0,0,0
2009,3,3,39875,29.28,1.63,0,0,0,0
2009,2,24,39868,21.03,0,0,0,0,0
2009,2,17,39861,21.03,0,0,0,0,0
2009,2,10,39854,35.22,0.2,0,0,0,0
2009,2,3,39847,37.87,1,0,0,0,0
2009,1,27,39840,37.8,1,0,0,0,0
2009,1,20,39833,37.69,1,0,0,0,0
2009,1,13,39826,37.69,1,0,0,0,0
2009,1,6,39819,37.69,1,0,0,0,0
2008,12,30,39812,38.76,1,0,0,0,0
2008,12,23,39805,41.06,1,0,0,0,0
2008,12,16,39798,60.32,1.18,0,0,0,0
2008,12,9,39791,60.32,1.18,0,0,0,0
2008,12,2,39784,60.32,1.18,0,0,0,0
2008,11,25,39777,60.32,1.18,0,0,0,0
2008,11,18,39770,60.32,1.18,0,0,0,0
2008,11,11,39763,33.57,1.18,0,0,0,0
2008,11,4,39756,32.51,1.18,0,0,0,0
2008,10,28,39749,32.51,1.18,0,0,0,0
2008,10,21,39742,32.47,1.25,0,0,0,0
2008,10,14,39735,16.87,1,0,0,0,0
2008,10,7,39728,16.9,0.79,0,0,0,0
2008,9,30,39721,16.9,3.23,0,0,0,0
2008,9,23,39714,16.9,3.23,0,0,0,0
2008,9,16,39707,16.9,3.23,0,0,0,0
2008,9,9,39700,16.83,3.23,0,0,0,0
2008,9,2,39693,16.83,5.13,0,0,0,0
2008,8,26,39686,16.79,2.32,0,0,0,0
2008,8,19,39679,16.79,2.32,0,0,0,0
2008,8,12,39672,16.89,2.32,0,0,0,0
2008,8,5,39665,16.42,2.32,0,0,0,0
2008,7,29,39658,16.42,2.32,0,0,0,0
2008,7,22,39651,16.42,2.32,0,0,0,0
2008,7,15,39644,44.87,16.95,0,0,0,0
2008,7,8,39637,56.94,20.01,1.87,1.87,0,0
2008,7,1,39630,56.94,22.07,1.87,1.87,0,0
2008,6,24,39623,56.94,23.78,1.87,1.87,0,0
2008,6,17,39616,56.94,23.78,1.87,1.87,0,0
2008,6,10,39609,55.84,18.87,0,0,0,0
2008,6,3,39602,55.74,18.87,0,0,0,0
2008,5,27,39595,55.74,18.87,0,0,0,0
2008,5,20,39588,100,24.75,0,0,0,0
2008,5,13,39581,100,24.75,0,0,0,0
2008,5,6,39574,100,24.75,0,0,0,0
2008,4,29,39567,99.83,27.56,0,0,0,0
2008,4,22,39560,45.26,20.49,0,0,0,0
2008,4,15,39553,45.26,20.49,0,0,0,0
2008,4,8,39546,45.05,18.58,0,0,0,0
2008,4,1,39539,45.05,18.58,0,0,0,0
2008,3,25,39532,37.98,17.39,0,0,0,0
2008,3,18,39525,37.98,17.39,0.78,0.78,0,0
2008,3,11,39518,37.98,17.39,0.78,0.78,0,0
2008,3,4,39511,37.98,17.39,0.78,0.78,0,0
2008,2,26,39504,39.89,17.9,0.78,0.78,0,0
2008,2,19,39497,39.89,17.9,0.78,0.78,0,0
2008,2,12,39490,39.89,17.9,0.78,0.78,0,0
2008,2,5,39483,37.3,18.04,0.78,0.78,0,0
2008,1,29,39476,41.98,20.62,0.78,0.78,0,0
2008,1,22,39469,70.74,42.59,21.9,21.9,0,0
2008,1,15,39462,70.74,42.72,21.9,21.9,0,0
2008,1,8,39455,70.74,42.72,21.9,21.9,0,0
2008,1,1,39448,76.88,48.69,30.8,30.8,0,0
2007,12,25,39441,76.88,48.7,30.8,30.8,0,0
2007,12,18,39434,76.88,48.7,30.8,30.8,0,0
2007,12,11,39427,76.88,48.37,30.8,30.8,0,0
2007,12,4,39420,86.4,54.12,30.8,30.8,0,0
2007,11,27,39413,92.89,81.11,41.16,41.16,27.16,0
2007,11,20,39406,92.89,63.55,41.16,41.16,27.16,0
2007,11,13,39399,92.89,63.55,41.16,41.16,27.16,0
2007,11,6,39392,92.89,63.55,40.52,40.52,27.16,0
2007,10,30,39385,87.06,63.55,40.52,40.52,27.16,0
2007,10,23,39378,87.06,63.55,40.52,40.52,27.16,0
2007,10,16,39371,87.06,63.55,40.52,40.52,27.16,0
2007,10,9,39364,87.06,63.55,40.52,40.52,27.16,0
2007,10,2,39357,87.06,63.55,40.52,40.52,27.16,0
2007,9,25,39350,87.04,63.92,40.52,40.52,27.16,0
2007,9,18,39343,88.55,67.85,50.77,50.77,27.16,0
2007,9,11,39336,88.55,67.85,50.77,50.77,27.16,0
2007,9,4,39329,88.55,67.85,50.77,50.77,27.16,0
2007,8,28,39322,88.55,67.85,50.77,50.77,27.16,0
2007,8,21,39315,89.43,68.27,50.77,50.77,27.16,0
2007,8,14,39308,96.87,86.75,52.61,52.61,28.59,0
2007,8,7,39301,100,89.08,51.51,51.51,28.59,0
2007,7,31,39294,100,89.08,80.46,80.46,28.59,0
2007,7,24,39287,100,89.08,80.46,80.46,28.59,0
2007,7,17,39280,100,89.08,74.21,74.21,28.59,0
2007,7,10,39273,100,89.08,74.21,74.21,28.59,0
2007,7,3,39266,100,89.08,74.21,74.21,26.51,0
2007,6,26,39259,100,89.08,74.21,74.21,26.51,0
2007,6,19,39252,100,89.08,74.21,74.21,21.93,0
2007,6,12,39245,100,89.08,74.21,74.21,21.96,0
2007,6,5,39238,100,89.08,74.21,74.21,21.96,0
2007,5,29,39231,100,89.08,74.21,74.21,21.96,0
2007,5,22,39224,100,89.54,74.21,74.21,21.96,0
2007,5,15,39217,100,89.54,74.21,74.21,21.96,0
2007,5,8,39210,100,89.54,74.21,74.21,21.96,0
2007,5,1,39203,100,89.54,74.21,74.21,21.96,0
2007,4,24,39196,100,89.24,74.21,74.21,21.96,0
2007,4,17,39189,100,89.24,74.21,74.21,21.96,0
2007,4,10,39182,100,89.24,71.68,71.68,21.69,0
2007,4,3,39175,100,89.24,71.68,71.68,21.69,0
2007,3,27,39168,100,89.88,71.68,71.68,21.69,0
2007,3,20,39161,100,90.48,72.24,72.24,21.69,0
2007,3,13,39154,100,89.19,68.86,68.86,21.69,0
2007,3,6,39147,94.83,77.44,50.05,50.05,0,0
2007,2,27,39140,94.83,74.98,50.05,50.05,0,0
2007,2,20,39133,95.23,78,50.05,50.05,0,0
2007,2,13,39126,95.23,78,50.05,50.05,0,0
2007,2,6,39119,95.23,78,50.05,50.05,0,0
2007,1,30,39112,95.51,78,33.36,33.36,0,0
2007,1,23,39105,95.51,77.75,33.36,33.36,0,0
2007,1,16,39098,95.95,77.94,31.74,31.74,3.02,0
2007,1,9,39091,95.95,77.94,31.74,31.74,3.02,0
2007,1,2,39084,98.99,77.29,22.75,22.75,3.02,0
2006,12,26,39077,99,77.13,22.75,22.75,3.02,0
2006,12,19,39070,99,77.13,22.75,22.75,3.02,0
2006,12,12,39063,98.92,77.08,22.75,22.75,3.02,0
2006,12,5,39056,93.87,68.28,22.75,22.75,3.02,0
2006,11,28,39049,94.05,67.87,22.75,22.75,3.02,0
2006,11,21,39042,93.96,67.87,22.75,22.75,3.02,0
2006,11,14,39035,93.75,67.87,22.75,22.75,3.02,0
2006,11,7,39028,93.75,67.87,22.75,22.75,3.02,0
2006,10,31,39021,93.75,67.87,22.75,22.75,3.02,0
2006,10,24,39014,93.75,67.87,22.75,22.75,3.02,0
2006,10,17,39007,93.75,67.87,22.75,22.75,3.02,0
2006,10,10,39000,93.75,67.87,22.75,22.75,3.02,0
2006,10,3,38993,94.58,75.93,28.46,28.46,7.27,0
2006,9,26,38986,94.42,75.93,28.46,28.46,7.27,0
2006,9,19,38979,94.37,75.93,28.46,28.46,7.27,0
2006,9,12,38972,98.81,87.33,40.16,40.16,10.16,0
2006,9,5,38965,98.76,87.33,44.46,44.46,10.61,0
2006,8,29,38958,98.58,84.17,41.53,41.53,10.61,0
2006,8,22,38951,98.93,90.77,41.53,41.53,11.78,0
2006,8,15,38944,99.15,91.66,58.52,58.52,15.24,0
2006,8,8,38937,99.15,93.22,62.85,62.85,18.82,0
2006,8,1,38930,99.15,94.57,74.14,74.14,22.07,1.48
2006,7,25,38923,99.96,95.59,79.13,79.13,46.11,6.36
2006,7,18,38916,99.96,95.59,79.13,79.13,46.11,6.36
2006,7,11,38909,100,95.59,79.13,79.13,46.11,6.36
2006,7,4,38902,100,95.5,76.8,76.8,45.77,14.25
2006,6,27,38895,100,97.19,84.2,84.2,51.21,16.78
2006,6,20,38888,100,97.19,84.2,84.2,51.21,14.47
2006,6,13,38881,100,97.19,84.2,84.2,51.21,14.47
2006,6,6,38874,100,97.32,84.57,84.57,51.21,14.44
2006,5,30,38867,100,94.49,80.82,80.82,51.21,14.44
2006,5,23,38860,100,94.49,80.82,80.82,51.21,14.44
2006,5,16,38853,100,94.32,79.15,79.15,50.2,14.44
2006,5,9,38846,100,91.37,76.27,76.27,48.33,12.37
2006,5,2,38839,100,91.76,76.27,76.27,31.17,12.37
2006,4,25,38832,100,92.67,76.27,76.27,26.16,0
2006,4,18,38825,100,92.67,76.27,76.27,26.16,0
2006,4,11,38818,100,92.67,76.27,76.27,26.16,0
2006,4,4,38811,100,92.67,76.27,76.27,27.84,0
2006,3,28,38804,100,91.58,76.27,76.27,27.84,0
2006,3,21,38797,100,91.56,76.27,76.27,27.84,0
2006,3,14,38790,100,91.45,76.27,76.27,27.84,0
2006,3,7,38783,100,91.73,77.18,77.18,45.36,0
2006,2,28,38776,100,91.92,73.1,73.1,32.4,0
2006,2,21,38769,100,86.65,72.07,72.07,32.4,0
2006,2,14,38762,100,82.25,62.46,62.46,32.4,0
2006,2,7,38755,100,82.25,62.46,62.46,32.4,0
2006,1,31,38748,96.97,78,46.07,46.07,7.84,0
2006,1,24,38741,96.97,56.29,35.9,35.9,0,0
2006,1,17,38734,96.97,56.29,17.02,17.02,0,0
2006,1,10,38727,97.36,54.47,9.71,9.71,0,0
2006,1,3,38720,97.23,40.36,0,0,0,0
2005,12,27,38713,78.08,20.27,0,0,0,0
2005,12,20,38706,78.08,20.27,0,0,0,0
2005,12,13,38699,78.08,20.27,0,0,0,0
2005,12,6,38692,50.05,11.19,0,0,0,0
2005,11,29,38685,50.05,11.19,0,0,0,0
2005,11,22,38678,50.05,11.19,0,0,0,0
2005,11,15,38671,50.05,11.19,0,0,0,0
2005,11,8,38664,50.05,11.19,0,0,0,0
2005,11,1,38657,50.05,11.19,0,0,0,0
2005,10,25,38650,50.05,11.19,0,0,0,0
2005,10,18,38643,50.05,11.19,0,0,0,0
2005,10,11,38636,50.05,11.16,0,0,0,0
2005,10,4,38629,33.26,11.65,0,0,0,0
2005,9,27,38622,33.28,11.65,0,0,0,0
2005,9,20,38615,33.55,11.65,0,0,0,0
2005,9,13,38608,34.94,11.65,0,0,0,0
2005,9,6,38601,34.94,11.65,0,0,0,0
2005,8,30,38594,35.37,11.65,0,0,0,0
2005,8,23,38587,35.21,11.65,0,0,0,0
2005,8,16,38580,42.31,16.47,0,0,0,0
2005,8,9,38573,60.74,19.87,0,0,0,0
2005,8,2,38566,78.11,26.26,0,0,0,0
2005,7,26,38559,80.88,27.77,0,0,0,0
2005,7,19,38552,54.92,19.46,0,0,0,0
2005,7,12,38545,54.92,19.46,0,0,0,0
2005,7,5,38538,54.92,19.46,0,0,0,0
2005,6,28,38531,53.87,19.46,0,0,0,0
2005,6,21,38524,54.48,19.46,0,0,0,0
2005,6,14,38517,54.8,19.46,0,0,0,0
2005,6,7,38510,54.8,19.46,0,0,0,0
2005,5,31,38503,53.37,9.53,0,0,0,0
2005,5,24,38496,53.37,9.53,0,0,0,0
2005,5,17,38489,53.37,9.53,0,0,0,0
2005,5,10,38482,53.38,9.53,2.89,2.89,0,0
2005,5,3,38475,57.53,11.9,2.89,2.89,0,0
2005,4,26,38468,57.65,14.45,2.89,2.89,0,0
2005,4,19,38461,61.62,23.08,2.89,2.89,0,0
2005,4,12,38454,61.62,23.12,2.89,2.89,0,0
2005,4,5,38447,66.48,37.35,5.67,5.67,0,0
2005,3,29,38440,66.45,38.01,5.9,5.9,0,0
2005,3,22,38433,72.21,38.01,5.91,5.91,0,0
2005,3,15,38426,75.78,38.01,5.91,5.91,0,0
2005,3,8,38419,75.78,38.01,5.91,5.91,0,0
2005,3,1,38412,75.78,38.01,5.91,5.91,0,0
2005,2,22,38405,91.24,42.52,7.55,7.55,2.75,0
2005,2,15,38398,91.24,46.83,12.68,12.68,2.75,0
2005,2,8,38391,96.69,79.04,37.43,37.43,7.99,0
2005,2,1,38384,99.62,82.15,40.14,40.14,10.09,0
2005,1,25,38377,99.62,83.71,40.14,40.14,10.09,0
2005,1,18,38370,99.69,83.71,40.14,40.14,10.09,0
2005,1,11,38363,100,83.71,40.14,40.14,13.9,0
2005,1,4,38356,100,91.28,50.23,50.23,17.15,0
2004,12,28,38349,100,94.2,61.02,61.02,23.12,0
2004,12,21,38342,100,94.2,61.02,61.02,23.12,0
2004,12,14,38335,100,94.2,61.02,61.02,23.12,0
2004,12,7,38328,100,94,61.06,61.06,23.12,0
2004,11,30,38321,100,94.24,61.73,61.73,23.12,0
2004,11,23,38314,100,94.19,64.16,64.16,23.92,0
2004,11,16,38307,100,94.19,65.15,65.15,25.89,0
2004,11,9,38300,100,91.11,62.57,62.57,25.88,0
2004,11,2,38293,100,91.11,82.32,82.32,27.18,0
2004,10,26,38286,100,91.11,82.32,82.32,27.18,0
2004,10,19,38279,100,91.11,82.32,82.32,39.21,0
2004,10,12,38272,100,91.11,82.32,82.32,39.21,0
2004,10,5,38265,100,91.11,82.32,82.32,40.61,0
2004,9,28,38258,100,91.11,82.32,82.32,40.61,0
2004,9,21,38251,100,91.11,82.32,82.32,40.61,0
2004,9,14,38244,100,91.11,82.32,82.32,55.24,0
2004,9,7,38237,100,90.41,81.74,81.74,55.24,0
2004,8,31,38230,100,90.41,81.74,81.74,56.62,0
2004,8,24,38223,100,90.41,81.74,81.74,56.62,0
2004,8,17,38216,100,90.41,81.74,81.74,57.92,0
2004,8,10,38209,100,90.41,77.27,77.27,59.17,0
2004,8,3,38202,100,90.41,76.91,76.91,55.23,0
2004,7,27,38195,100,90.41,76.91,76.91,55.23,0
2004,7,20,38188,100,90.71,75.62,75.62,51.93,0
2004,7,13,38181,100,90.41,75.62,75.62,51.93,0
2004,7,6,38174,100,90.41,75.62,75.62,51.13,0
2004,6,29,38167,100,90.47,75.42,75.42,51.13,0
2004,6,22,38160,100,90.41,75.42,75.42,51.13,0
2004,6,15,38153,100,90.37,74.8,74.8,51.13,0
2004,6,8,38146,100,90.37,74.8,74.8,51.26,0
2004,6,1,38139,100,90.67,73.24,73.24,51.55,0
2004,5,25,38132,100,88.77,73.71,73.71,51.55,0
2004,5,18,38125,100,88.77,73.71,73.71,50.56,0
2004,5,11,38118,100,88.77,73.71,73.71,50.56,0
2004,5,4,38111,100,88.77,73.71,73.71,50.56,0
2004,4,27,38104,100,88.77,73.71,73.71,49.54,0
2004,4,20,38097,100,88.77,73.71,73.71,49.54,0
2004,4,13,38090,100,88.77,73.71,73.71,49.54,0
2004,4,6,38083,100,86.77,67.09,67.09,43.01,0
2004,3,30,38076,100,90.04,74.17,74.17,53.81,1.29
2004,3,23,38069,100,90.04,71.09,71.09,46.69,1.29
2004,3,16,38062,100,90.04,71.09,71.09,43.72,1.29
2004,3,9,38055,100,90.04,71.09,71.09,43.72,1.29
2004,3,2,38048,100,84.66,66.17,66.17,35.66,1.38
2004,2,24,38041,100,84.66,67.55,67.55,37.47,2.57
2004,2,17,38034,100,84.66,67.55,67.55,37.47,2.57
2004,2,10,38027,100,84.66,67.55,67.55,37.5,2.57
2004,2,3,38020,100,84.66,67.55,67.55,37.5,2.57
2004,1,27,38013,100,82.56,60.94,60.94,37.72,2.57
2004,1,20,38006,100,95.76,65.85,65.85,38.88,2.29
2004,1,13,37999,100,87.59,66.67,66.67,39.4,2.29
2004,1,6,37992,100,85.1,60.8,60.8,38.51,2.29
2003,12,30,37985,100,84.88,61.65,61.65,39.91,3.1
2003,12,23,37978,100,85.76,60.69,60.69,35.76,3.06
2003,12,16,37971,100,83.63,53.07,53.07,29.66,1.93
2003,12,9,37964,100,83.39,50.91,50.91,29.36,2.01
2003,12,2,37957,100,83.9,51.84,51.84,29.83,1.94
2003,11,25,37950,100,83.61,52.2,52.2,30.25,2.03
2003,11,18,37943,100,83.79,52.22,52.22,29.07,1.67
2003,11,11,37936,100,92.97,62.8,62.8,31.88,1.67
2003,11,4,37929,100,93.33,63.44,63.44,31.99,1.42
2003,10,28,37922,100,92.65,62.5,62.5,31.95,1.54
2003,10,21,37915,100,93.63,62.99,62.99,23.47,1.59
2003,10,14,37908,100,91.42,61.12,61.12,25.52,2.08
2003,10,7,37901,100,91.98,64.31,64.31,23.71,1.86
2003,9,30,37894,100,91.52,62.43,62.43,25.65,3.16
2003,9,23,37887,100,100,69.26,69.26,27.45,3.35
2003,9,16,37880,100,100,68.63,68.63,27.15,2.91
2003,9,9,37873,100,100,70.23,70.23,40.67,5.96
2003,9,2,37866,100,100,81.16,81.16,43.86,5.43
2003,8,26,37859,100,99.99,80.56,80.56,44.02,5.95
2003,8,19,37852,100,100,80.45,80.45,43.42,5.86
2003,8,12,37845,100,100,82.58,82.58,50.45,5.68
2003,8,5,37838,100,100,83.42,83.42,50.28,6.45
2003,7,29,37831,100,100,94.91,94.91,58.02,5.44
2003,7,22,37824,100,100,99.5,99.5,61.91,7.09
2003,7,15,37817,100,100,99.28,99.28,58.64,4.14
2003,7,8,37810,100,100,96.35,96.35,41.17,4.24
2003,7,1,37803,100,100,96.26,96.26,33.57,3.94
2003,6,24,37796,100,100,88.16,88.16,34.63,4.08
2003,6,17,37789,100,100,87.36,87.36,34.29,4.06
2003,6,10,37782,100,100,88.72,88.72,33.19,4.11
2003,6,3,37775,100,100,88.41,88.41,32.94,0
2003,5,27,37768,100,100,89.07,89.07,33.04,0
2003,5,20,37761,100,100,88.8,88.8,32.45,0
2003,5,13,37754,100,100,72.03,72.03,33.39,0
2003,5,6,37747,100,100,71.52,71.52,29.11,0
2003,4,29,37740,100,100,71.4,71.4,28.75,0
2003,4,22,37733,100,100,71.08,71.08,28.62,0
2003,4,15,37726,100,100,69.28,69.28,26.54,0
2003,4,8,37719,100,100,68.41,68.41,28.01,0
2003,4,1,37712,100,100,68.95,68.95,28.78,0
2003,3,25,37705,100,100,69.54,69.54,28.63,0
2003,3,18,37698,100,100,68.91,68.91,27.77,0
2003,3,11,37691,100,100,68.43,68.43,28.25,0
2003,3,4,37684,100,100,68.67,68.67,37.31,0
2003,2,25,37677,100,100,92.14,92.14,59.37,6.92
2003,2,18,37670,100,100,91.9,91.9,59.83,6.93
2003,2,11,37663,100,100,95.67,95.67,62.57,11.83
2003,2,4,37656,100,100,92.52,92.52,62.41,12
2003,1,28,37649,100,100,92.7,92.7,62.52,11.97
2003,1,21,37642,100,100,92.47,92.47,67.07,10.72
2003,1,14,37635,100,100,92.57,92.57,68.92,11.73
2003,1,7,37628,100,100,89.84,89.84,63.55,11.75
2002,12,31,37621,100,100,89.86,89.86,61.55,11.88
2002,12,24,37614,100,100,90.47,90.47,60.79,11.7
2002,12,17,37607,100,100,90.88,90.88,61.68,11.64
2002,12,10,37600,100,100,90.34,90.34,60.64,11.52
2002,12,3,37593,100,100,90.35,90.35,59.47,10.37
2002,11,26,37586,100,100,90.23,90.23,60.5,11.03
2002,11,19,37579,100,100,90.46,90.46,60.62,11.11
2002,11,12,37572,100,100,90.69,90.69,60.5,10.93
2002,11,5,37565,100,100,91.76,91.76,63.02,13.3
2002,10,29,37558,100,100,91.25,91.25,63.31,13.66
2002,10,22,37551,100,100,92.17,92.17,61.29,13.48
2002,10,15,37544,100,100,92.21,92.21,60.92,12.92
2002,10,8,37537,100,100,92.14,92.14,61.03,13.32
2002,10,1,37530,100,100,96.59,96.59,59.71,16.26
2002,9,24,37523,100,100,96.63,96.63,58.08,17.16
2002,9,17,37516,100,100,97.17,97.17,59.24,19
2002,9,10,37509,100,100,98.03,98.03,58.68,20.15
2002,9,3,37502,100,100,98.09,98.09,66.41,24.54
2002,8,27,37495,100,100,98.06,98.06,66.12,24.8
2002,8,20,37488,100,100,97.97,97.97,66.41,24.83
2002,8,13,37481,100,100,98.14,98.14,66.61,25.22
2002,8,6,37474,100,100,97.92,97.92,65.83,24.51
2002,7,30,37467,100,100,100,100,84.64,31.72
2002,7,23,37460,100,100,100,100,100,35.77
2002,7,16,37453,100,100,100,100,100,35.65
2002,7,9,37446,100,100,100,100,95.96,36.15
2002,7,2,37439,100,100,100,100,93.27,36.04
2002,6,25,37432,100,100,100,100,92.92,35.12
2002,6,18,37425,100,100,100,100,89.92,22.29
2002,6,11,37418,100,100,100,100,89.43,19.61
2002,6,4,37411,100,100,100,100,89.1,19.6
2002,5,28,37404,100,100,100,100,89.27,19.53
2002,5,21,37397,100,100,100,100,83.65,0
2002,5,14,37390,100,100,100,100,84.35,0
2002,5,7,37383,100,100,100,100,39.88,0
2002,4,30,37376,100,100,100,100,39.11,0
2002,4,23,37369,100,100,84.33,84.33,5.54,0
2002,4,16,37362,100,100,82.74,82.74,0,0
2002,4,9,37355,100,100,76.14,76.14,0,0
2002,4,2,37348,100,100,72,72,0,0
2002,3,26,37341,100,97.9,41.94,41.94,0,0
2002,3,19,37334,100,97.03,2.05,2.05,0,0
2002,3,12,37327,100,95.92,0.24,0.24,0,0
2002,3,5,37320,100,22.55,0,0,0,0
2002,2,26,37313,100,22.97,0,0,0,0
2002,2,19,37306,88.26,22.78,0,0,0,0
2002,2,12,37299,89.05,23.09,0,0,0,0
2002,2,5,37292,58.74,2.2,0,0,0,0
2002,1,29,37285,50.51,0,0,0,0,0
2002,1,22,37278,50.92,0,0,0,0,0
2002,1,15,37271,42.14,0,0,0,0,0
2002,1,8,37264,0,0,0,0,0,0
2002,1,1,37257,0,0,0,0,0,0
2001,12,25,37250,0,0,0,0,0,0
2001,12,18,37243,0,0,0,0,0,0
2001,12,11,37236,0,0,0,0,0,0
